FundName,TargetName,FundID,Permno,NCUSIP,gv_str,Date13D,DateCross5pct,Year,Gvkey
GAMCO ASSET MANAGEMENT,NATIONAL PATENT DEVELOPMENT CORP,105,58501,63713030,7759,20041207,20041126,2004,7759
GAMCO ASSET MANAGEMENT,GP STRATEGIES CORP,105,58501,36225V10,7759,20030821,20030814,2003,7759
CAXTON ASSOCIATES,GP STRATEGIES CORP.,123,58501,36225V10,7759,19990806,-99,1999,7759
GRUBER & MCBAINE CAPITAL MANAGEMENT LLC,NATIONAL MEDIA CORP,339,53137,63691910,7758,19981103,19981023,1998,7758
GAMCO ASSET MANAGEMENT,NATIONAL FUEL GAS CO,105,25590,63618010,7733,20100811,20100809,2010,7733
NEW MOUNTAIN VANTAGE LP,NATIONAL FUEL GAS CO,499,25590,636180101,7733,20061030,20061019,2006,7733
MMI INVESTORS,NDCHEALTH CORPORATION,43,56363,63948010,7723,20040407,20040401,2004,7723
GAMCO ASSET MANAGEMENT,NATHANS FAMOUS INC,105,78900,63234710,7696,20090709,20090629,2009,7696
STEEL PARTNERS,NATHANS FAMOUS INC,74,78900,63234710,7696,20000628,20000620,2000,7696
STEEL PARTNERS,NASHUA CORP.,74,45487,63122610,7692,20040809,20040730,2004,7692
NEWCASTLE CAPITAL GRP LLC,NASHUA CORPORATION,45,45487,63122610,7692,20020806,20020729,2002,7692
LOEB ARBITRAGE FUND,NASH FINCH COMPANY,38,56040,63115810,7691,20061013,20061010,2006,7691
MARCATO CAPITAL MANAGEMENT,NCR CORP,707,84372,62886E 108,7648,20141021,20141014,2014,7648
ICAHN CARL,MYLAN LABORATORIES INC,30,69550,62853010,7637,20040907,20040827,2004,7637
GAMCO ASSET MANAGEMENT,MYERS INDUSTRIES INC,105,65365,62846410,7636,20010820,20001120,2001,7636
BAKER STREET CAPITAL MANAGEMENT LLC,INTERGROUP CORP,414,55678,45868510,7632,20110801,20110721,2011,7632
THIRD POINT MANAGEMENT CO LLC,MURPHY OIL CORP,77,28345,626717102,7620,-99,-99,,7620
VALUEACT CAPITAL MANAGEMENT LP,"MOTOROLA SOLUTIONS, INC.",81,22779,62007630,7585,20110616,20110610,2011,7585
ICAHN CARL,MOTOROLA INC,30,22779,62007610,7585,20080206,20080128,2008,7585
SUMMIT CAPITAL MANAGEMENT LLC,VERAMARK TECHNOLOGIES INC,542,90310,92335110,7576,20050524,20050516,2005,7576
JCP INVESTMENT MANAGEMENT LLC,MORGANS FOODS INC,701,-99,616900106,7575,20120208,20120208,2012,7575
BLACK HORSE CAPITAL LP,MORGANS FOODS INC,203,64442,61690020,7575,20070604,20070601,2007,7575
MOAB CAPITAL PARTNERS LLC,MORGANS FOODS INC,154,64442,61690020,7575,20061016,20061009,2006,7575
CARLSON CAPITAL LP,RUBY TUESDAY INC,276,55213,78118210,7566,20110617,20110607,2011,7566
STADIUM CAPITAL MANAGEMENT LLC,SUMMA INDUSTRIES/,161,55160,86562T10,7561,20020729,20020719,2002,7561
SJ STRATEGIC INVESTMENTS,MOORE MEDICAL CORP.,72,67678,61579910,7556,20040121,20040120,2004,7556
GAMCO ASSET MANAGEMENT,MOOG INC,105,42614,61539430,7549,19960201,19960122,1996,7549
MORNINGSIDE VALUE INVESTORS LLC,MONARCH SERVICES INC,109,54843,60917610,7510,20090529,20090527,2009,7510
SHAMROCK ACTIVIST VALUE FUND LP,MODINE MANUFACTURING CO,71,54704,60782810,7486,20061109,20061102,2006,7486
GAMCO ASSET MANAGEMENT,MODINE MANUFACTURING COMPANY,105,54704,607828100,7486,20011130,20011129,2001,7486
GAMCO ASSET MANAGEMENT,MOCON INC,105,54675,607494101,7481,20131028,20131017,2013,7481
BP EXCO HOLDINGS II LP,"EXCO RESOURCES, INC.",195,86357,26927920,7422,20060221,20060209,2006,7422
MORNINGSIDE VALUE INVESTORS LLC,MICROWAVE FILTER CO INC /NY/,109,53656,59517610,7350,20080212,20080122,2008,7350
FURLONG FUND LLC,MICROWAVE FILTER CO INC /NY/,732,53656,595176108,7350,-99,-99,,7350
MARXE AUSTIN W & GREENHOUSE DAVID M,ION NETWORKS INC,175,90174,46205P10,7336,19990212,19981231,1999,7336
VALUEACT CAPITAL MANAGEMENT LP,MICROS SYSTEMS INC,81,53480,594901100,7331,20130312,20130301,2013,7331
SCHULTZE ASSET MANAGEMENT LLC,MAIR HOLDINGS,226,53082,56063510,7278,20070425,20070313,2007,7278
LLOYD I MILLER III,"MAIR HOLDINGS, INC.",582,53082,560635104,7278,20070918,-99,2007,7278
SACC PARTNERS LLC,INTEGRATED SILICON SOLUTION INC,68,53082,56063510,7278,20061229,20061229,2006,7278
GAMCO ASSET MANAGEMENT,MEREDITH CORP,105,42796,58943310,7260,19960201,19960123,1996,7260
CASABLANCA CAPITAL,MENTOR GRAPHICS CORP,425,52813,58720010,7251,20110203,20110124,2011,7251
ICAHN CARL,MENTOR GRAPHICS CORP,30,52813,58720010,7251,20100527,20100517,2010,7251
CITADEL ADVISORS LLC,MENTOR GRAPHICS COPR,149,52813,58720010,7251,20060209,20060130,2006,7251
VALUEACT CAPITAL MANAGEMENT LP,MENTOR CORP.,81,52792,58718810,7250,20010312,20010302,2001,7250
HIGHFIELDS CAPITAL MANAGEMENT,MELLON FINANCIAL,28,59379,58551A10,7238,-99,-99,,7238
HARBINGER CAPITAL PARTNERS MASTER FUND I LTD,MEDIA GENERAL INC,114,50972,58440410,7203,20071217,20071210,2007,7203
MARXE AUSTIN W & GREENHOUSE DAVID M,INTEGRAL VISION INC,175,52282,45811H10,7192,20060215,20051231,2006,7192
LLOYD I MILLER III,GENCOR INDUSTRIES INC,582,52250,368678108,7185,20070619,20070619,2007,7185
JANA PARTNERS LLC,MCGRAW-HILL COMPANIES INC,31,17478,58064510,7163,20110801,-99,2011,7163
PERSHING SQUARE CAPITAL MANAGEMENT LP,MCDONALDS,54,43449,58013510,7154,-99,-99,,7154
HAMBRO J O & PARTNERS LTD,MAXICARE HEALTH PLANS INC,218,51992,57790420,7133,19980413,-99,1998,7133
RELATIONAL INVESTORS LLC,MATTEL,64,39538,57708110,7116,-99,-99,,7116
PRIVET FUND LP,MATERIAL SCIENCES CORP,713,67002,576674105,7107,20120627,20120618,2012,7107
GAMCO ASSET MANAGEMENT,MATERIAL SCIENCES CORP,105,67002,57667410,7107,20001027,20001017,2000,7107
STEEL PARTNERS,MATEC CORP/DE/,74,35705,57666810,7106,19990514,19990505,1999,7106
STARO ASSET MANAGEMENT,VARITY CORP,374,34040,92224R60,7099,19960308,19960228,1996,7099
LLOYD I MILLER III,CONCURRENT COMPUTER CORPORATION,582,51829,206710402,7092,20120525,20120524,2012,7092
SKELLIG CAPITAL MANAGEMENT LLC,CONCURRENT COMPUTER CORP/DE,532,51829,20671040,7092,20100928,20100922,2010,7092
GALLEON MANAGEMENT LP,CONCURRENT COMPUTER CORP/DE,291,51829,20671040,7092,20081113,20081113,2008,7092
THIRD POINT MANAGEMENT CO LLC,MASCO CORP,77,34032,574599106,7085,-99,-99,,7085
GAMCO ASSET MANAGEMENT,MARK IV INDUSTRIES INC,105,67328,57038710,7045,19990924,19990914,1999,7045
GAMCO ASSET MANAGEMENT,MARCUS CORP,105,51423,566330106,7022,20121009,20121008,2012,7022
ICAHN CARL,MANITOWOC CO INC,30,51263,563571108,6994,20141229,20141217,2014,6994
RELATIONAL INVESTORS LLC,MANITOWOC CO INC,64,51263,563571108,6994,20140626,20140616,2014,6994
GAMCO ASSET MANAGEMENT,MAINE PUBLIC SERVICE CO,105,33937,56048310,6963,20030609,20030609,2003,6963
GAMCO ASSET MANAGEMENT,MAINE & MARITIMES CORPORATION,105,33937,560377103,6963,20030821,20030819,2003,6963
HELIOS ADVISORS LLC,MAGELLAN PETROLEUM CORPORATION,862,89790,55909130,6936,20121127,-99,2012,6936
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,MSC SOFTWARE CORP,102,66253,55353110,6922,20080513,20080512,2008,6922
VALUEACT CAPITAL MANAGEMENT LP,MSC SOFTWARE CORP.,81,66253,55353110,6922,20040913,20040901,2004,6922
BULLDOG CAPITAL MANAGEMENT LP,LGL GROUP,49,33849,50186A10,6848,20070515,20070504,2007,6848
GAMCO ASSET MANAGEMENT,LGL GROUP INC,105,33849,50186A10,6848,20030617,20030611,2003,6848
DISCOVERY GROUP LLC,CYBEX INTERNATIONAL INC,21,62906,2.33E+14,6839,20080409,20080331,2008,6839
RCG HOLDINGS LLC,LUBY'S,61,64020,54928210,6831,20070730,20070718,2007,6831
BRUCE GALLOWAY,COMFORCE CORP,95,68523,20038K10,6809,20070620,20070620,2007,6809
INFINITY FUND LP,COMFORCE CORP,344,68523,20038K10,6809,19970311,19961226,1997,6809
CYPRESS PARTNERS LP,COMFORCE CORP,324,68523,20038K10,6809,19960726,-99,1996,6809
PERSHING SQUARE CAPITAL MANAGEMENT LP,LONGS DRUG STORES CORP,54,53612,54316210,6802,20080805,20080723,2008,6802
FOREST INVESTMENT MANAGEMENT LLC,RANGE RESOURCES CORP,334,50017,75281A10,6788,19981210,19981118,1998,6788
VALUEACT CAPITAL MANAGEMENT LP,LIFELINE SYSTEMS CO.,81,49534,53219210,6722,20010810,20010801,2001,6722
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,LIVE ENTERTAINMENT INC.,102,89608,53803240,6714,19960209,-99,1996,6714
GAMCO ASSET MANAGEMENT,LIBERTY CORP,105,47802,53037010,6707,19980401,19980324,1998,6707
GAMCO ASSET MANAGEMENT,AEROQUIP-VICKERS INC,105,18147,786910,6701,19980824,19980813,1998,6701
HAWKSHAW CAPITAL MANAGEMENT,"LESCO, INC.",241,49227,52687210,6678,20070221,-99,2007,6678
HAMBRO J O & PARTNERS LTD,LESCO INC/OH,218,49227,52687210,6678,20000404,20000329,2000,6678
GAMCO ASSET MANAGEMENT,LENNAR CORP /NEW/,105,52708,526057302,6669,20130815,20130808,2013,6669
ANCORA ADVISORS LLC,LENNAR CORPORATION,670,52708,526057104,6669,20121101,-99,2012,6669
MOAB CAPITAL PARTNERS LLC,LENNAR CORPORATION,154,52708,52605710,6669,-99,-99,,6669
GAMCO ASSET MANAGEMENT,"LEGG MASON, INC.",105,65330,5.25E+08,6653,20130211,20130208,2013,6653
TRIAN FUND MANAGEMENT,LEGG MASON INC,78,65330,52490110,6653,20091228,20091217,2009,6653
LONESTAR CAPITAL MANAGEMENT LLC,"LEE ENTERPRISES, INCORPORATED",888,50286,52376810,6639,20131101,20131022,2013,6639
LLOYD I MILLER III,LAZARE KAPLAN INTERNATIONAL INC,582,61145,521078105,6619,20140331,20140319,2014,6619
LUTHER KING CAPITAL MANAGEMENT CORP,LAWSON PRODUCTS INC/NEW/DE/,704,48961,520776105,6617,20140422,20140415,2014,6617
GAMCO ASSET MANAGEMENT,LAWSON PRODUCTS INC/NEW/DE/,105,48961,520776105,6617,20131226,20131217,2013,6617
MORNINGSIDE VALUE INVESTORS LLC,LASER MASTER INTERNATIONAL INC,109,48814,51790510,6601,20090709,20090709,2009,6601
PRIDES CAPITAL PARTNERS LLC,"DARLING INTERNATIONAL, INC",57,88258,71935810,6598,20060825,20060816,2006,6598
MILLENNIUM MANAGEMENT LLC,LANGER INC,153,48697,51570710,6588,20061218,20061208,2006,6588
GOTHAM PARTNERS,LANDMARK LAND CO INC/DE,106,33646,51506210,6581,19970718,19970707,1997,6581
BARINGTON COMPANIES INVESTORS LLC,LANCASTER COLONY CORP,6,48523,51384710,6573,20070319,20070309,2007,6573
RCG HOLDINGS LLC,S1 CORP,61,33603,51369610,6571,20061205,20061130,2006,6571
CUMBERLAND ASSOCIATES,LADD FURNITURE INC,323,48371,50573920,6550,19970730,19970725,1997,6550
MLF INVESTMENTS LLC,LA-Z-BOY,42,48347,50533610,6543,20070212,20070201,2007,6543
STARBOARD VALUE LP,LSB INDUSTRIES INC,539,49488,502160104,6528,20141124,20141112,2014,6528
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,LSB INDUSTRIES INC,86,49488,50216010,6528,19970904,19970827,1997,6528
ENGINE CAPITAL LP,"LSB INDUSTRIES, INC.",737,49488,502160104,6528,-99,-99,,6528
HENRY INVESTMENT TRUST LP,KREISLER MANUFACTURING CORP,116,48101,50077310,6500,20001127,20001117,2000,6500
PRIVATE CAPITAL MANAGEMENT,KNIGHT-RIDDER,58,48960,49904010,6475,20051101,20051101,2005,6475
FIRST EAGLE INVESTMENT MANAGEMENT LLC,NORTH AMERICAN GALVANIZING & COATINGS INC,409,21056,65686Y10,6437,20100429,20100426,2010,6437
BULLDOG CAPITAL MANAGEMENT LP,FIRST YEARS INC,49,47707,33761010,6431,20030310,-99,2003,6431
BULLDOG CAPITAL MANAGEMENT LP,THE FIRST YEARS INC.,49,47707,3.38E+08,6431,20030310,-99,2003,6431
BULLDOG CAPITAL MANAGEMENT LP,THE FIRST YEARS INC.,49,47707,337610109,6431,-99,-99,,6431
SMP ASSET MANAGEMENT LLC,THE FIRST YEARS INC.,70,47707,33761010,6431,-99,-99,,6431
JANA PARTNERS LLC,KERR-MCGEE CORP,31,25769,49238610,6403,20050303,-99,2005,6403
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,KERR GROUP INC,86,58616,49237610,6402,19961216,19961204,1996,6402
ATLANTIC INVESTMENT MANAGEMENT INC,KENNAMETAL INC,5,44134,690768403,6386,20120612,20120606,2012,6386
SUN CAPITAL SECURITIES LLC,KELLWOOD CO,248,57437,48804410,6376,20070608,20070529,2007,6376
DISCOVERY GROUP LLC,KELLWOOD COMPANY,21,57437,488044108,6376,-99,-99,,6376
GREENLIGHT CAPITAL,WASHINGTON GROUP,107,89702,93886220,6347,20070727,20070726,2007,6347
PIRATE CAPITAL LLC,JAMES RIVER COAL COMPANY,55,47133,1.26E+14,6346,20060206,20060127,2006,6346
GAMCO ASSET MANAGEMENT,WESTAR ENERGY INC,105,24053,95942510,6338,20020211,20020201,2002,6338
GAMCO ASSET MANAGEMENT,WESTERN RESOURCES INC.,105,24053,95709T100,6338,20020211,20020201,2002,6338
GAMCO ASSET MANAGEMENT,GREAT PLAINS ENERGY INC,105,24432,39116410,6334,20090504,20090424,2009,6334
MUSTANG CAPITAL ADVISORS LP,FURMANITE CORPORATION,496,42067,361086101,6331,-99,-99,,6331
GAMCO ASSET MANAGEMENT,KAMAN CORP,105,47002,48354810,6326,20001109,20001030,2000,6326
ESL INVESTMENTS INC,SEARS HLDGS CORP,24,89757,81235010,6307,20041119,20041116,2004,6307
ABRAMS CAPITAL MANAGEMENT LP,JUNO LIGHTING INC,208,46843,48204720,6297,20050512,20050506,2005,6297
FARALLON CAPITAL MANAGEMENT,JUNO LIGHTING INC,112,46843,48204720,6297,19990920,19990910,1999,6297
THIRD POINT MANAGEMENT CO LLC,SMURFIT-STONE CONTAINER CORP,77,80543,83272710,6242,20110207,20110201,2011,6242
LLOYD I MILLER III,MFC INDUSTRIAL LTD.,582,84820,55278T105,6233,20131206,-99,2013,6233
BAY HARBOUR MANAGEMENT,EMCOR GROUP INC,209,82694,29084Q10,6223,19981104,19981030,1998,6223
CUMBERLAND ASSOCIATES,EMCOR GROUP INC,323,82694,29084Q10,6223,19950615,19950531,1995,6223
GAMCO ASSET MANAGEMENT,EPOCH HOLDING CORP,105,46181,29428R10,6213,20101004,20100924,2010,6213
GAMCO ASSET MANAGEMENT,JACKPOT ENTERPRISES INC,105,46181,46639210,6213,19980122,19980118,1998,6213
HAMOT SETH W,IRVINE SENSORS CORP/DE/,16,45955,46366460,6185,20110103,20101223,2011,6185
PEQUOT CAPITAL MANAGEMENT,IRVINE SENSORS CORP,52,45955,46366450,6185,20060110,20051230,2006,6185
SACC PARTNERS LLC,IOMEGA CORPORATION,68,45891,46203030,6169,20060313,-99,2006,6169
CANNELL CAPITAL MANAGEMENT LLC,SI TECHNOLOGIES INC,13,45744,78397810,6159,19990111,19980417,1999,6159
MILLENNIUM MANAGEMENT LLC,INTERSTATE BAKERIES CORPORATION,153,76745,46072H10,6140,20060817,-99,2006,6140
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,"INTERPUBLIC GROUP OF COMPANIES, INC.",102,53065,460690100,6136,20140724,20140714,2014,6136
STARO ASSET MANAGEMENT,INTERNATIONAL TECHNOLOGY CORP,374,68494,46046540,6121,19961127,19960919,1996,6121
GAMCO ASSET MANAGEMENT,IRIS INTERNATIONAL INC,105,45373,46270W10,6110,20100528,20100518,2010,6110
VALUEACT CAPITAL MANAGEMENT LP,INTERNATIONAL RECTIFIER CORP /DE/,81,27705,46025410,6109,20080124,20080114,2008,6109
ADER INVESTMENT MANAGEMENT LP,INTERNATIONAL GAME TECHNOLOGY,725,45277,459902102,6097,-99,-99,,6097
GAMCO ASSET MANAGEMENT,NAVISTAR INTERNATIONAL CORP,105,12503,6.39E+112,6081,20120130,20120120,2012,6081
SEEMORE ADVISORS LLC,NAVISTAR INTERNATIONAL CORP,620,12503,63934 E108,6081,20120615,20120607,2012,6081
ICAHN CARL,NAVISTAR INTERNATIONAL CORP,30,12503,63890110,6081,20111013,20111003,2011,6081
OWL CREEK ASSET MANAGEMENT,NAVISTAR INTERNATIONAL CORP,247,12503,6.39E+14,6081,20080131,20080124,2008,6081
GAMCO ASSET MANAGEMENT,NAVISTAR INTERNATIONAL CORP /DE/NEW,105,12503,6.39E+14,6081,20000314,20000313,2000,6081
BARINGTON COMPANIES INVESTORS LLC,INTERNATIONAL ALUMINUM CORP,6,58608,45888410,6053,20040720,20040709,2004,6053
KAYNE ANDERSON CAPITAL ADVISORS LP,BARGO ENERGY CO,346,-99,67587105,6047,19990524,19990514,1999,6047
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,ALARMGUARD HOLDINGS INC,102,79352,1164910,6041,19980209,19980202,1998,6041
HAMBRO J O & PARTNERS LTD,INTERLAKE CORP,218,15747,45870210,6038,19960621,19960613,1996,6038
VALUEACT CAPITAL MANAGEMENT LP,INTERGRAPH CORPORATION,81,44792,45868310,6036,20050428,20050418,2005,6036
KENSICO CAPITAL MANAGEMENT CORP,INTERGRAPH CORP,165,44792,45868310,6036,20030408,20030407,2003,6036
SUN CAPITAL SECURITIES LLC,FURNITURE BRANDS INTERNATIONAL,248,77855,36092110,6025,20070302,20070301,2007,6025
MILLENNIUM MANAGEMENT LLC,"INTER-TEL, INCORPORATED",153,44637,45837210,6020,20060822,-99,2006,6020
STARBOARD VALUE LP,INTEGRATED DEVICE TECHNOLOGY INC,539,44506,458118106,6003,20120419,20120409,2012,6003
PERRY CORP,INTEGRATED DEVICE TECHNOLOGY INC,53,44506,45811810,6003,20050909,20050830,2005,6003
GAMCO ASSET MANAGEMENT,GRIFFON CORP,105,46463,39843310,5987,20080219,20080208,2008,5987
BARINGTON COMPANIES INVESTORS LLC,GRIFFON CORP,6,46463,39843310,5987,20070226,20070216,2007,5987
CLINTON GROUP INC,GRIFFON CORP,181,46463,39843310,5987,20061220,20061215,2006,5987
SAC CAPITAL MANAGEMENT,TERRA INDUSTRIES INC,67,65293,88091510,5980,20090511,20090507,2009,5980
WATER ASSET MANAGEMENT LLC,INSITUFORM TECHNOLOGIES INC,561,44274,45766710,5978,20080117,20080107,2008,5978
OWL CREEK ASSET MANAGEMENT,RYERSON,247,12458,78375P10,5968,20070226,20070214,2007,5968
HARBINGER CAPITAL PARTNERS MASTER FUND I LTD,SALTON INC,114,12458,78375P10,5968,20061213,20061213,2006,5968
CHAP CAP PARTNERS LP,INFORMATION RESOURCES INC,121,44194,45690510,5961,20030214,20030214,2003,5961
TRIAN FUND MANAGEMENT,INGERSOLL RAND PLC,78,12431,G47791101,5959,20120509,20120501,2012,5959
MORNINGSIDE VALUE INVESTORS LLC,IEH CORPORATION,109,33136,44949K10,5932,20070426,20070420,2007,5932
RELATIONAL INVESTORS LLC,ILLINOIS TOOL WORKS INC,64,56573,452308 10 9,5878,-99,-99,,5878
ACQUISITOR HOLDINGS LTD,"MERCURY AIR GROUP, INC.",2,64004,58935410,5847,20021202,20021122,2002,5847
RCG HOLDINGS LLC,CYPRESS BIOSCIENCE INC,61,43290,23267450,5841,20100719,20100716,2010,5841
RA CAPITAL MANAGEMENT LLC,CYPRESS BIOSCIENCE INC.,756,43290,23267450,5841,20100913,20100913,2010,5841
BLACK HORSE CAPITAL LP,CYPRESS BIOSCIENCE,203,43290,23267450,5841,20071116,20071106,2007,5841
ARCADIA OPPORTUNITY MASTER FUND LTD,CYPRESS BIOSCIENCE INC.,407,43290,23267450,5841,-99,-99,,5841
VINTAGE CAPITAL MANAGEMENT LLC,IEC ELECTRONICS CORP.,559,78892,44949L105,5831,20140213,20140204,2014,5831
HEARTLAND ADVISORS INC,ICN PHARMACEUTICALS INC NEW,341,68340,44892410,5825,20000707,20000629,2000,5825
RELATIONAL INVESTORS LLC,ICN PHARMACEUTICALS INC NEW,64,68340,44892410,5825,-99,-99,,5825
,"ICN PHARMACEUTICALS, INC.",128,68340,448924100,5825,-99,-99,,5825
GAMCO ASSET MANAGEMENT,"PEPSIAMERICAS, INC.",105,38973,71343P200,5824,20080623,20080613,2008,5824
GAMCO ASSET MANAGEMENT,WHITMAN CORP,105,38973,96647K10,5824,19980302,19980220,1998,5824
JB CAPITAL PARTNERS LP,HUTTIG BUILDING PRODUCTS INC,602,87464,448451104,5792,20121231,20121218,2012,5792
ARISTOTLE CAPITAL MANAGEMENT LLC,HUNT CORP,63,62287,44559110,5782,20000302,20000214,2000,5782
ANCORA ADVISORS LLC,HUBBELL INC,670,32942,443510102,5764,20131219,-99,2013,5764
MASON CAPITAL MANAGEMENT,HUBBELL INC,171,32934,44351010,5764,20110401,20110401,2011,5764
"GLENVIEW CAPITAL MANAGEMENT, LLC",RELIANT ENERGY INC,193,21792,75952J10,5742,20051214,20051214,2005,5742
FINE CAPITAL PARTNERS,HORNBECK OFFSHORE SERVICES INC,104,42578,44054210,5712,20101112,20101101,2010,5712
REGAN PARTNERS LP,HANOVER DIRECT INC,147,32897,41078310,5711,19970908,19970829,1997,5711
CANNELL CAPITAL MANAGEMENT LLC,HOOPER HOLMES INC,13,42455,439104100,5697,20131010,20131009,2013,5697
REGAN PARTNERS LP,"HOOPER HOLMES, INC.",147,42455,43910410,5697,20100419,20100408,2010,5697
CUMBERLAND ASSOCIATES,HOOPER HOLMES INC,323,42455,43910410,5697,19970310,19970305,1997,5697
RELATIONAL INVESTORS LLC,HOME DEPOT INC,64,66181,437076102,5680,-99,-99,,5680
ORANGE CAPITAL LLC,PINNACLE ENTERTAINMENT INC.,711,42140,723456109,5671,20140421,20140410,2014,5671
GAMCO ASSET MANAGEMENT,PINNACLE ENTERTAINMENT INC,105,42140,72345610,5671,20081208,20081126,2008,5671
GAMCO ASSET MANAGEMENT,HILTON HOTELS CORP,105,23309,43284810,5643,19941214,-99,1994,5643
BREEDEN CAPITAL MANAGEMENT LLC,"HILL-ROM HOLDINGS, INC.",198,52716,43147510,5639,20080818,20080807,2008,5639
GLAUBMAN ROSENBERG & ROBOTTI FUND LP,HICKOK INC,457,41823,42883910,5621,20070215,20060329,2007,5621
ROBOTTI ROBERT,HICKOK INC.,714,41823,4.29E+08,5621,20061226,20061215,2006,5621
OSS CAPITAL MANAGEMENT,HEXCEL CORPORATION,246,61567,42829110,5608,20070427,20070426,2007,5608
RELATIONAL INVESTORS LLC,HEWLETT-PACKARD COMPANY,64,27828,428236103,5606,-99,-99,,5606
ICAHN CARL,HERTZ GLOBAL HOLDINGS INC,30,91575,42805T105,5600,20140820,20140812,2014,5600
JANA PARTNERS LLC,HERTZ GLOBAL HOLDINGS INC,31,91575,42805T105,5600,20141020,20141010,2014,5600
DISCOVERY GROUP LLC,HERLEY INDUSTRIES INC /NEW,21,41663,42739810,5594,20060517,20060512,2006,5594
GAMCO ASSET MANAGEMENT,HERLEY INDUSTRIES INC /NEW,105,41663,42739810,5594,20061025,20061016,2006,5594
"DOLPHIN LIMITED PARTNERSHIP III, L.P.","HERLEY INDUSTRIES, INC.",22,41663,42739810,5594,-99,-99,,5594
GAMCO ASSET MANAGEMENT,HERCULES INC,105,18016,42705610,5589,20010129,20010119,2001,5589
TRIAN FUND MANAGEMENT,HEINZ H J CO,78,23077,42307410,5568,20060424,20060417,2006,5568
GAMCO ASSET MANAGEMENT,HAWKINS INC,105,41241,42026110,5530,20080214,20080204,2008,5530
ATLANTIC INVESTMENT MANAGEMENT INC,HARSCO CORPORATION,5,25304,41586410,5496,20011217,20011213,2001,5496
BLUM CAPITAL PARTNERS LP,HARLAND JOHN H CO,7,50905,41269310,5476,19980904,19980828,1998,5476
S. MUOIO & CO LLC,HANDLEMAN COMPANY,791,39765,41025210,5458,20080922,-99,2008,5458
THIRD AVENUE MANAGEMENT LLC,HANDLEMAN,236,39765,41025210,5458,20070413,20070413,2007,5458
JANA PARTNERS LLC,HANDLEMAN COMPANY,31,39765,41025210,5458,-99,-99,,5458
BULLDOG CAPITAL MANAGEMENT LP,GYRODYNE CO OF AMERICA,49,40468,40382010,5395,20050214,-99,2005,5395
KELLOGG CAPITAL GROUP,GYRODYNE CO. OF AMERICA,34,40468,40382010,5395,20040708,20040629,2004,5395
K CAPITAL PARTNERS,GYRODYNE COMPANY OF AMERICA INC,33,40468,40382010,5395,19990614,19990603,1999,5395
GAMCO ASSET MANAGEMENT,GUARDSMAN PRODUCTS INC,105,32459,40148910,5369,19950411,19950330,1995,5369
BLUM CAPITAL PARTNERS LP,MONEYGRAM INTERNATIONAL INC,7,90213,60935Y10,5342,20071119,20071107,2007,5342
GAMCO ASSET MANAGEMENT,GREAT ATLANTIC & PACIFIC TEA CO INC,105,26657,39006410,5301,20080815,20080805,2008,5301
GAMCO ASSET MANAGEMENT,GRAY COMMUNICATIONS SYSTEMS INC /GA/,105,39731,38919010,5284,19961007,19960926,1996,5284
GAMCO ASSET MANAGEMENT,GOULDS PUMPS INC,105,39483,38355010,5247,19960214,19960208,1996,5247
GAMCO ASSET MANAGEMENT,GORMAN RUPP CO,105,53604,38308210,5237,20110512,20110504,2011,5237
ATLANTIC INVESTMENT MANAGEMENT INC,GOODRICH CORP,5,12140,38238810,5229,20080715,20080711,2008,5229
BOSTON AVENUE CAPITAL,GOLDFIELD CORP,9,32299,38137010,5218,20070518,20070427,2007,5218
STEELHEAD PARTNERS LLC,GOLD RESERVE INC,295,39256,38068N10,5205,20110502,20110420,2011,5205
WEST FACE CAPITAL INC,GOLD RESERVE INC,564,39256,38068N10,5205,20090925,20090917,2009,5205
SOROS FUND MANAGEMENT LLC,GLOBAL MARINE INC,183,45428,37935240,5187,19970825,19970814,1997,5187
PIRATE CAPITAL LLC,OSI RESTAURANT PARTNERS INC.,55,57154,37731610,5179,20060927,20060919,2006,5179
AMH EQUITY LLC,AMERICAN BUILDING CONTROL INC,221,39029,37517510,5165,20040212,20040206,2004,5165
BARINGTON COMPANIES INVESTORS LLC,GERBER SCIENTIFIC INC,6,47888,37373010,5142,20100402,20100323,2010,5142
GAMCO ASSET MANAGEMENT,GERBER SCIENTIFIC INC,105,47888,37373010,5142,20000828,20000818,2000,5142
PENNANT CAPITAL MANAGEMENT LLC,GENESCO INC,223,21055,37153210,5109,20080306,20080303,2008,5109
QVT FINANCIAL LP,GENESCO INC.,146,21055,37153210,5109,-99,-99,,5109
RELATIONAL INVESTORS LLC,SPX CORP,64,55212,784635104,5087,20130225,20130214,2013,5087
ATLANTIC INVESTMENT MANAGEMENT INC,SPX CORPORATION,5,55212,78463510,5087,20040805,20040802,2004,5087
RELATIONAL INVESTORS LLC,SPX CORPORATION,64,55212,78463510,5087,20041115,20041104,2004,5087
APPALOOSA MANAGEMENT LP,GENERAL MOTORS COMPANY,91,12369,37045V10,5073,-99,-99,,5073
