FundName,TargetName,FundID,Permno,NCUSIP,gv_str,Date13D,DateCross5pct,Year,Gvkey
OSMIUM SPARTAN LP,"INSURE.COM, INC",197,87183,45807N10,122520,20080602,20080530,2008,122520
GAMCO ASSET MANAGEMENT,1 800 FLOWERS COM INC,105,87162,68243Q106,122519,20121004,20121003,2012,122519
RLR CAPITAL PARTNERS LP,1-800-FLOWERS.COM INC,155,87162,68243Q10,122519,20070627,20070622,2007,122519
FINE CAPITAL PARTNERS,BLOCKBUSTER INC,104,90337,9367920,122514,20080307,20080110,2008,122514
MARLIN SAMS FUND LP,BLOCKBUSTER INC,494,90337,9367920,122514,20081027,20081016,2008,122514
EMINENCE CAPITAL LLC,BLOCKBUSTER INC,23,87134,9367910,122514,20050125,20050120,2005,122514
PERRY CORP,BLOCKBUSTER INC,53,87134,9367910,122514,20050413,20050407,2005,122514
ICAHN CARL,BLOCKBUSTER INC,30,87134,9367910,122514,20041214,20041214,2004,122514
VECTOR CAPITAL PARTNERS II LLC,"WATCHGUARD TECHNOLOGIES, INC.",231,87097,941105108,122447,20060323,20060314,2006,122447
SACC PARTNERS LLC,"WATCHGUARD TECHNOLOGIES, INC.",68,87097,94110510,122447,-99,-99,,122447
HS MANAGEMENT LLC,"WATCHGUARD TECHNOLOGIES, INC.",832,87097,94110510,122447,-99,-99,,122447
VALUEACT CAPITAL MANAGEMENT LP,NETIQ CORP,81,87081,64115P10,122436,20050825,20050815,2005,122436
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,PACKETEER,102,87118,69521010,122360,20070524,20070518,2007,122360
CHAP CAP PARTNERS LP,PACKETEER INC,121,87118,69521010,122360,20070730,20070720,2007,122360
PALO ALTO INVESTORS LLC,PACKETEER INC,279,87118,69521010,122360,20051122,20051115,2005,122360
DISCOVERY GROUP LLC,DRUGSTORE COM INC,21,87105,26224110,122355,20080219,20080207,2008,122355
PALO ALTO INVESTORS LLC,NEXPRISE INC,279,87058,65333Q20,122316,20021211,20021209,2002,122316
OSMIUM SPARTAN LP,INSWEB CORP,197,87074,45809K20,122263,20101122,20101102,2010,122263
COGHILL CAPITAL MANAGEMENT LLC,"GENERAL MOLY, INC",182,91418,370373102,122212,20141223,20141223,2014,122212
COGHILL CAPITAL MANAGEMENT LLC,IDAHO GENERAL MINES INC,182,91418,45127230,122212,20060227,20060214,2006,122212
CIBELLI MARIO,HOOVERS INC,290,87109,43932110,122171,20020730,20020718,2002,122171
RCG HOLDINGS LLC,ART TECHNOLOGY GROUP INC,61,87099,04289L107,122159,20040824,20040818,2004,122159
MILLENNIUM MANAGEMENT LLC,"NATIONAL MEDICAL HEALTH CARD SYSTEMS, INC.",153,87116,63691830,122143,20070226,20070216,2007,122143
SANDLER CAPITAL MANAGEMENT,CONVERGENT COMMUNICATIONS INC /CO,156,87104,21191440,122136,19990803,19990719,1999,122136
RED OAK PARTNERS LLC,"AUDIBLE, INC.",300,87051,05069A30,122094,-99,-99,,122094
PRAESIDIUM INVESTMENT MANAGEMENT COMPANY LLC,TIBCO SOFTWARE INC.,518,87092,88632Q10,122061,-99,-99,,122061
BULLDOG CAPITAL MANAGEMENT LP,LIQUID AUDIO INC,49,87076,53631T10,121979,20030620,20030610,2003,121979
SMP ASSET MANAGEMENT LLC,LIQUID AUDIO (LATER NAMED LQ CORP),70,87076,53631T10,121979,20030715,20030714,2003,121979
COGHILL CAPITAL MANAGEMENT LLC,LIQUID AUDIO INC,182,87076,53631T10,121979,20020530,20020530,2002,121979
BARINGTON COMPANIES INVESTORS LLC,"LIQUID AUDIO, INC",6,87076,53631T10,121979,20011009,20010928,2001,121979
"DOLPHIN LIMITED PARTNERSHIP III, L.P.",LIQUID AUDIO,22,87076,53631T10,121979,20011009,-99,2001,121979
STEEL PARTNERS,LQ CORP.,74,87076,53631T10,121979,20010730,20010720,2001,121979
BLUE HARBOUR GROUP LP,YANKEE CANDLE CO INC,135,87049,98475710,121844,20060127,20060118,2006,121844
BARINGTON COMPANIES INVESTORS LLC,MUSICMAKER COM INC,6,87072,62757C20,121840,20001218,20001206,2000,121840
JEWELCOR MANAGEMENT INC,GEORGE FOREMAN ENTERPRISES INC,117,-99,37248110,121840,20001218,20001206,2000,121840
PESSIN NORMAN H,"DIADEXUS, INC.",574,-99,25245P106,121819,20140905,20140904,2014,121819
GAMCO ASSET MANAGEMENT,SALEM COMMUNICATIONS,105,87121,79409310,121817,20070122,20070111,2007,121817
RMCP GP LLC,"ENCORE CAPITAL GROUP, INC.",266,87077,29255410,121815,20070416,20070405,2007,121815
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,JUNIPER NETWORKS INC,102,86979,48203R104,121718,20140113,20140107,2014,121718
JANA PARTNERS LLC,"JUNIPER NETWORKS, INC.",31,86979,48203R10,121718,-99,-99,,121718
LAGRANGE CAPITAL PARTNERS LP,STAMPS.COM INC.,482,87000,85285720,121673,20070730,-99,2007,121673
STEEL PARTNERS,STAMPS.COM INC.,74,87000,85285710,121673,20011115,20011105,2001,121673
MILLENNIUM MANAGEMENT LLC,"TEAM FINANCIAL, INC.",153,87002,87815X10,121562,20060811,20060810,2006,121562
SANDLER CAPITAL MANAGEMENT,FIRST COMMUNITY FINANCIAL CORP /NC/,156,86963,31984M10,121555,19990923,19990914,1999,121555
STARBOARD VALUE LP,OPENWAVE SYSTEMS INC,539,86990,68371830,121257,20110510,20110429,2011,121257
GOLDBLATT SEYMOUR L,OPENWAVE SYSTEMS INC,458,86990,68371810,121257,20101022,20101007,2010,121257
HARBINGER CAPITAL PARTNERS MASTER FUND I LTD,SALTON INC,114,86990,68371830,121257,20061227,-99,2006,121257
GAMCO ASSET MANAGEMENT,GENERAL CHEMICAL GROUP INC,105,83449,36933210,121233,20001117,20001107,2000,121233
LLOYD I MILLER III,"DITECH NETWORKS, INC.",582,86959,25500T108,121153,20090622,-99,2009,121153
SACC PARTNERS LLC,DITECH NETWORKS CORP,68,86959,25500T10,121153,20070525,20070516,2007,121153
ICAHN CARL,"GENESISINTERMEDIA.COM, INC.",30,86967,37184Y10,121137,20010710,20010702,2001,121137
DISCOVERY GROUP LLC,ONLINE RESOURCES CORP,21,86988,68273G10,121080,20110707,20110629,2011,121080
TENNENBAUM & CO LLC,ONLINE RESOURCES CORP,75,86988,68273G10,121080,20061120,20060703,2006,121080
P2 CAPITAL PARTNERS LLC,S1 CORP /DE/,508,83554,78463B10,121053,20110613,20110601,2011,121053
VALUEACT CAPITAL MANAGEMENT LP,S1 CORP /DE/,81,83554,78463B10,121053,20100813,20100805,2010,121053
RCG HOLDINGS LLC,S1 CORP,61,83554,78463B10,121053,20060330,20060320,2006,121053
PRIDES CAPITAL PARTNERS LLC,"WASTE SERVICES, INC",57,86956,94107510,120835,20050324,20050315,2005,120835
CANNELL CAPITAL MANAGEMENT LLC,"U.S. CONCRETE, INC.",13,86915,90333L10,120824,20080527,-99,2008,120824
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,PRIVATE BUSINESS INC.,86,86910,74267D20,120822,20051027,20051025,2005,120822
REGAN PARTNERS LP,HANOVER DIRECT INC,147,86890,27976510,120816,20061109,-99,2006,120816
MIDWOOD CAPITAL MANAGEMENT LLC,EDGAR ONLINE INC,152,86890,27976510,120816,20060118,20060111,2006,120816
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,BROCADE COMMUNICATIONS SYSTEMS INC,102,86881,11162110,120774,20111104,20111104,2011,120774
VALUEACT CAPITAL MANAGEMENT LP,"ONESOURCE INFORMATION, INC.",81,86908,68272J10,120634,20021112,20021101,2002,120634
TILSON GROWTH FUND LP,ALLOY INC,169,86878,1985530,120513,20100729,20100721,2010,120513
SIMCOE PARTNERS L P,ALLOY INC,531,86878,1985530,120513,20100204,20100126,2010,120513
BECKER STEVEN R,ALLOY INC,297,86878,1985530,120513,20091218,20091207,2009,120513
RGM CAPITAL LLC,AEHR TEST SYSTEMS,65,86878,1985510,120513,20061208,20061130,2006,120513
MLF INVESTMENTS LLC,"ALLOY, INC.",42,86878,1985510,120513,20031201,20031119,2003,120513
GREENLIGHT CAPITAL,ALLOY INC,107,86878,1985510,120513,20030307,20030225,2003,120513
MORNINGSIDE VALUE INVESTORS LLC,DAG MEDIA INC,109,86887,23372910,120456,20020520,20020513,2002,120456
CORVEX MANAGEMENT LP,TW TELECOM INC.,688,86926,87311L10,120359,20130509,20130508,2013,120359
CANNELL CAPITAL MANAGEMENT LLC,"THESTREET, INC.",13,86924,693315103,120358,20141203,20141202,2014,120358
FIVET CAPITAL AG,"THESTREET, INC.",790,86924,88368Q10,120358,20111221,20110831,2011,120358
TPG-AXON CAPITAL,TRIAD HOSPITALS INC,132,86923,89579K10,120302,20061101,20061030,2006,120302
GREENLIGHT CAPITAL,TRIAD HOSPITALS INC,107,86923,89579K10,120302,19990730,19990720,1999,120302
FINE CAPITAL PARTNERS,"RADIO ONE, INC.",104,88372,75040P40,120301,20061031,20061017,2006,120301
ACCIPITER CAPITAL MANAGEMENT LLC,LIFEPOINT HOSPITALS INC.,1,86899,53219L10,120297,-99,-99,,120297
PALO ALTO INVESTORS LLC,LATITUDE COMMUNICATIONS INC,279,86932,51829210,120296,20021211,20021209,2002,120296
EMINENCE CAPITAL LLC,HEIDRICK & STRUGGLES INTERNATIONAL INC,23,86827,42281910,120048,20011004,20010924,2001,120048
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,AUTO DATA NETWORK,86,-99,05270Q104,119913,20060724,20060718,2006,119913
MORNINGSIDE VALUE INVESTORS LLC,AUTO DATA NETWORK,109,-99,05270Q104,119913,20060905,20060828,2006,119913
QUILCAP CORP,AUTO DATA NETWORK,353,-99,05270Q104,119913,20060727,20060720,2006,119913
ATTIVA CAPITAL PARTNERS LTD,"WORLDGATE COMMUNICATIONS, INC.",413,86850,98156L307,119736,20060807,20060728,2006,119736
STARBOARD VALUE LP,"EXTREME NETWORKS, INC.",539,86822,30226D10,119574,20110422,20110412,2011,119574
RCG HOLDINGS LLC,EXTREME NETWORKS INC,61,86822,30226D10,119574,20100315,20100312,2010,119574
DISCOVERY GROUP LLC,PLX TECHNOLOGY INC,21,86840,693417107,119493,20130913,20130904,2013,119493
POTOMAC CAPITAL PARTNERS II LP,PLX TECHNOLOGY INC,131,86840,693417107,119493,20130125,20130125,2013,119493
SELIGMAN SPECTRUM FOCUS (MASTER) FUND,PLX TECHNOLOGY INC,527,86840,693417107,119493,20120416,20120405,2012,119493
BALCH HILL CAPITAL LLC,"PLX TECHNOLOGY, INC.",834,86840,69341710,119493,20120207,-99,2012,119493
PRENTICE CAPITAL MANAGEMENT LP,"DELIAS, INC.",56,91014,24691110,119474,20100908,20100825,2010,119474
THESIS CAPITAL MANAGEMENT LLC,"DELIA*S, INC.",207,91014,24691110,119474,-99,-99,,119474
ANCORA ADVISORS LLC,AUTOBYTEL INC,670,86763,05275N205,119173,20141021,-99,2014,119173
MLF INVESTMENTS LLC,AUTOBYTEL INC,42,86763,05275N10,119173,20011121,20011112,2001,119173
GLOBAL UNDERVALUED SECURITIES FUND LP,FLASHNET COMMUNICATIONS INC,340,86775,33852710,119016,19991228,19990914,1999,119016
MAOZ EVEREST FUND MANAGEMENT LTD.,COMMUNITY CAPITAL BANCSHARES,143,88941,20363410,119014,20060330,20060328,2006,119014
MAIN STREET PARTNERS LP,QUICKSILVER RESOURCES INC,73,86759,74837R10,118795,20100827,20100824,2010,118795
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,BIOENVISION INC,102,89838,09059N10,118733,20070806,20070725,2007,118733
SCO CAPITAL PARTNERS LLC,BIOENVISION INC,199,89838,09059N10,118733,20030404,20030201,2003,118733
LOEB ARBITRAGE FUND,"EVERCEL, INC.",38,86821,29975910,118574,19990422,19990413,1999,118574
FSI GROUP LLC,SUPERIOR FINANCIAL CORP /AR/,333,87421,86816110,118443,19990908,19990830,1999,118443
,SOUTH JERSEY FINANCIAL CORP INC,118,86734,83849310,118322,19990429,19990422,1999,118322
LOEB ARBITRAGE FUND,ONYX SOFTWARE CORP/WA,38,86729,68340220,118307,20060112,20060106,2006,118307
MAIN STREET PARTNERS LP,KORN FERRY INTERNATIONAL,73,86594,50064320,118267,20021219,20021209,2002,118267
CIBELLI MARIO,GABELLI ASSET MANAGEMENT INC,290,86593,36239Y10,118264,20050502,20050426,2005,118264
LOEB ARBITRAGE FUND,MERCER INSURANCE GROUP,38,89934,58790210,118125,20070713,20070706,2007,118125
SHAH CAPITAL MANAGEMENT,CORINTHIAN COLLEGES INC,715,86715,218868107,118121,20140318,20140311,2014,118121
FARALLON CAPITAL MANAGEMENT,MOMENTUM BUSINESS APPLICATIONS INC,112,86587,60877P10,117359,19990303,19990223,1999,117359
ATTIVA CAPITAL PARTNERS LTD,SPANISH BROADCASTING SYSTEM INC,413,87342,84642588,117145,20090305,20090304,2009,117145
DISCOVERY GROUP LLC,SPANISH BROADCASTING SYSTEM INC,21,87342,84642588,117145,20080303,20060419,2008,117145
PHILEO EMERALD FUND LP,LAKES ENTERTAINMENT INC,515,86578,51206P10,117036,20111028,-99,2011,117036
KEY COLONY FUND LP,LAKES ENTERTAINMENT INC,348,86578,51206P10,117036,20071217,20071207,2007,117036
SANDELL ASSET MANAGEMENT,INFOSPACE,69,86544,45678T20,116772,20070312,20070301,2007,116772
ADAGE CAPITAL MANAGEMENT LP,SELECT COMFORT CORP,151,86489,81616X10,116504,20090903,20090903,2009,116504
CLINTON GROUP INC,SELECT COMFORT CORP,181,86489,81616X10,116504,20080310,20080305,2008,116504
GALT INVESTMENT MANAGEMENT LLC,SELECT COMFORT CORPORATION,829,86489,81616X10,116504,-99,-99,,116504
TIRESIAS CAPITAL LTD,P F CHANGS CHINA BISTRO INC,719,86534,69333Y108,116503,20120622,20120612,2012,116503
MASON CAPITAL MANAGEMENT,J CREW GROUP INC,171,91302,46612H40,116104,20110118,20110105,2011,116104
CENTAURUS CAPITAL LP,ALLIED CAPITAL CORP,428,79788,01903Q10,116004,20100303,20100225,2010,116004
HIGHFIELDS CAPITAL MANAGEMENT,MONY GROUP INC,28,86411,61533710,115873,-99,-99,,115873
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,DICE INC.,102,86425,25301P10,115812,20030206,20030128,2003,115812
FSI GROUP LLC,UCBH HOLDINGS INC,333,86437,90262T30,115566,19981231,19981223,1998,115566
ICAHN CARL,WEBMD HEALTH CORP.,30,90914,94770V10,115404,20111021,20111011,2011,115404
FINANCIAL EDGE FUND,CFS BANCORP INC,122,86253,12525D10,115121,20090127,20090116,2009,115121
,CNY FINANCIAL CORPORATION,118,86385,12613U107,114957,19990301,19990219,1999,114957
ANCHORAGE ADVISORS LLC,HAMPTON ROADS BANKSHARES INC,404,91431,40932110,114956,20101012,20100930,2010,114956
IRONFIRE CAPITAL LLC,"GEOEYE, INC.",765,91465,37250W10,114748,-99,-99,,114748
RMCP GP LLC,"POPEYES LOUISIANA KITCHEN, INC.",266,88940,732872106,114608,20141118,20141112,2014,114608
ICAHN CARL,EBAY INC,30,86356,278642 10 3,114524,-99,-99,,114524
GAMCO ASSET MANAGEMENT,LEAP WIRELESS INTERNATIONAL INC,105,90733,521863308,114484,20130909,20130830,2013,114484
PENTWATER CAPITAL MANAGEMENT LP,"LEAP WIRELESS INTERNATIONAL, INC.",665,90733,52186330,114484,20110829,20110819,2011,114484
HARBINGER CAPITAL PARTNERS MASTER FUND I LTD,LEAP WIRELESS INTERNATIONAL INC,114,90733,52186330,114484,20081014,20071003,2008,114484
OWL CREEK ASSET MANAGEMENT,LEAP WIRELESS INTERNATIONAL INC,247,90733,52186330,114484,20071221,20071219,2007,114484
HIGHLAND CAPITAL MANAGEMENT,"LEAP WIRELESS INTERNATIONAL, INC.",29,90733,52186330,114484,20040824,20040816,2004,114484
GAMCO ASSET MANAGEMENT,LEAP WIRELESS INTERNATIONAL INC,105,90733,52186330,114484,20010813,20010802,2001,114484
PENTWATER CAPITAL MANAGEMENT LP,"LEAP WIRELESS INTERNATIONAL, INC.",665,90733,52186330,114484,-99,-99,,114484
MOORE JEFFREY,SITESTAR CORP,709,-99,82980W101,114352,20140603,20140603,2014,114352
MOORE JEFFREY,SITESTAR CORP,709,-99,82980W101,114352,20120601,20120523,2012,114352
THIRD POINT MANAGEMENT CO LLC,"INSIGNIA FINANCIAL GROUP, INC.",77,79701,45795620,114346,20010420,20010402,2001,114346
GAMCO ASSET MANAGEMENT,CORECOMM LTD,105,86363,21869Q10,113997,20020208,20020129,2002,113997
COGHILL CAPITAL MANAGEMENT LLC,ASPECT MEDICAL SYSTEMS INC,182,87571,4523510,113646,20090312,20090311,2009,113646
FIRST MANHATTAN CO,"ASPECT MEDICAL SYSTEMS, INC.",729,87571,45235108,113646,20090302,-99,2009,113646
FIRST EAGLE INVESTMENT MANAGEMENT LLC,ENTRUST INC,409,86324,29384810,113609,20090618,20090618,2009,113609
EMPIRE CAPITAL PARTNERS LP,ENTRUST INC,282,86324,29384810,113609,20080414,20080407,2008,113609
TANG CAPITAL PARTNERS LP,PENWEST PHARMACEUTICALS CO,271,86333,70975410,113533,20090112,20090109,2009,113533
ACCIPITER CAPITAL MANAGEMENT LLC,PENWEST PHARMACEUTICALS CO,1,86333,70975410,113533,20080219,20080215,2008,113533
PERCEPTIVE ADVISORS LLC,PENWEST PHARMACEUTICALS CO,513,86333,70975410,113533,20080717,20080320,2008,113533
MAIN STREET PARTNERS LP,CROWN CASTLE INTERNATIONAL CORP.,73,86339,22822710,113490,20020805,20020724,2002,113490
ABRAMS CAPITAL MANAGEMENT LP,CROWN CASTLE INTL CORP,208,86339,22822710,113490,-99,-99,,113490
COLISEUM CAPITAL MANAGEMENT LLC,INTERSTATE HOTELS & RESORTS INC,434,86226,46088S10,113439,20090217,20090212,2009,113439
JANA PARTNERS LLC,CONVERGYS CORP,31,86305,21248510,113419,20080725,20080723,2008,113419
GAMCO ASSET MANAGEMENT,PENTON MEDIA INC,105,86311,70966810,113301,19980820,19980810,1998,113301
BECKER STEVEN R,PACER INTERNATIONAL INC,297,89419,69373H106,113140,20130506,20130426,2013,113140
PEQUOT CAPITAL MANAGEMENT,GIGA INFORMATION GROUP INC,52,86265,37517M10,112966,19981022,19981022,1998,112966
CARLSON CAPITAL LP,FLORIDA BANKS INC,276,86261,34056010,112965,20010709,20010629,2001,112965
HIGHLAND CAPITAL MANAGEMENT,ICO GLOBAL COMMUNICATIONS (HOLDINGS) LTD,29,86270,44930K10,112904,20070820,20070815,2007,112904
PESSIN NORMAN H,SHARPS COMPLIANCE CORP,574,92935,820017101,112819,20140605,20140604,2014,112819
CHAP CAP PARTNERS LP,BINDVIEW DEVELOPMENT CORP,121,86244,9032710,112752,20010323,20010313,2001,112752
PRAESIDIUM INVESTMENT MANAGEMENT COMPANY LLC,ACTUATE CORP,518,86236,00508B10,112624,20100819,20100813,2010,112624
WATTLES CAPITAL MANAGEMENT,TWEETER HOME ENTERTAINMENT GROUP,84,86298,90116710,112623,20050808,20050728,2005,112623
JEWELCOR MANAGEMENT INC,THISTLE GROUP HOLDINGS CO,117,86295,8.84E+107,112557,20020228,20020221,2002,112557
CHADWICK CAPITAL MANAGEMENT,COST U LESS INC,176,86258,22149210,112552,20060908,20060831,2006,112552
NANTAHALA CAPITAL MANAGEMENT LLC,ADAMS GOLF INC,498,86237,622820,112473,20111129,20111128,2011,112473
SJ STRATEGIC INVESTMENTS,ADAMS GOLF INC,72,86237,622810,112473,20070130,20070126,2007,112473
CLEVELAND CAPITAL MANAGEMENT LLC,"ADAMS GOLF, INC.",760,86237,622820,112473,-99,-99,,112473
TONTINE ASSOCIATES LLC,UNITED COMMUNITY FINANCIAL CORP.,170,86299,90983910,112410,-99,-99,,112410
VN CAPITAL MANAGEMENT LLC,AMERICAN BANK NOTE HOLOGRAPHICS INC,560,86219,2437710,112401,20070109,20070103,2007,112401
FINANCIAL EDGE FUND,BCSB BANCORP INC.,122,86240,5536710,112362,20080813,20080805,2008,112362
PRIVATE CAPITAL MANAGEMENT,HUDSON RIVER BANCORP INC,58,86268,44412810,112186,20001006,-99,2000,112186
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,"REPUBLIC SERVICES, INC.",102,86228,76075910,112168,-99,-99,,112168
GRUBER & MCBAINE CAPITAL MANAGEMENT LLC,REALTY INFORMATION GROUP INC,339,86288,75612B10,112111,19990429,19990324,1999,112111
SANDLER CAPITAL MANAGEMENT,SOMERSET HILLS BANCORP,156,89578,83472810,112101,20100222,20100212,2010,112101
STARBOARD VALUE LP,MIPS TECHNOLOGIES INC,539,86180,60456710,112095,20110822,20110810,2011,112095
SANDLER CAPITAL MANAGEMENT,FIRST KANSAS FINANCIAL CORP,156,86163,32065110,112090,19981105,19981027,1998,112090
CHILTON INVESTMENT CO INC,CUMULUS MEDIA INC,180,86155,23108210,112030,20060213,20060213,2006,112030
LUXOR CAPITAL PARTNERS,"INTRADO, INC.",39,86188,46117A10,112004,20050926,20050914,2005,112004
SHAMROCK ACTIVIST VALUE FUND LP,"INTRADO, INC.",71,86188,46117A10,112004,20050526,20050518,2005,112004
SPENCER CAPITAL OPPORTUNITY FUND LP ,INTRADO INC,160,86188,46117A10,112004,20050909,20050830,2005,112004
SACC PARTNERS LLC,REGENT COMMUNICATIONS,68,87564,75886510,111974,20070404,20070404,2007,111974
PALO ALTO INVESTORS LLC,RESTORATION HARDWARE INC,279,86187,76098110,111873,20071119,20071108,2007,111873
FARALLON CAPITAL MANAGEMENT,JPS PACKAGING CO,112,86276,46623H10,111869,19980709,19980630,1998,111869
FINANCIAL EDGE FUND,ORRSTOWN FINANCIAL SERVICES INC,122,92919,687380105,111819,20121022,20121012,2012,111819
SANDLER CAPITAL MANAGEMENT,EAGLE BANCORP INC,156,87318,26894810,111721,20090929,20090916,2009,111721
PAULSON & CO,"DEX MEDIA, INC.",366,13923,25213A107,111631,20130510,20130430,2013,111631
DISCOVERY GROUP LLC,SUMTOTAL SYSTEMS INC,21,90091,86661510,111579,20081110,20081030,2008,111579
LIONEYE CAPITAL MANAGEMENT LLC,"SUMTOTAL SYSTEMS, INC.",785,90091,86661510,111579,-99,-99,,111579
APEX CAPITAL LLC,MICROSTRATEGY INCORPORATED,792,86211,59497240,111534,20140204,20140128,2014,111534
PACIFIC COAST INVESTMENT PARTNERS LLC,WORKFLOW MANAGEMENT INC,305,86200,98137N10,111493,20040324,20040317,2004,111493
ROBOTTI ROBERT,SCHOOL SPECIALTY INC,714,86189,807863105,111491,20120525,20120515,2012,111491
MSD CAPITAL LP,"SCHOOL SPECIALTY, INC.",44,86189,80786310,111491,20051107,20051026,2005,111491
CANNELL CAPITAL MANAGEMENT LLC,CONRAD INDUSTRIES,13,86156,20830510,111282,20040512,20040430,2004,111282
JANA PARTNERS LLC,"INTERCEPT, INC.",31,86123,45845L10,111102,20040412,20040401,2004,111102
THIRD POINT MANAGEMENT CO LLC,"INTERCEPT, INC.",77,86123,45845L10,111102,20040527,20040520,2004,111102
KANDERS WARREN B,CLARUS CORP,703,86092,182707109,110962,20020412,20020405,2002,110962
MOLOCO CAPITAL PARTNERS LLC,AVALON HOLDINGS CORP.,177,86113,05343P10,110802,20060216,20060206,2006,110802
FINANCIAL INSTITUTION PARTNERS,POINTE FINANCIAL CORP,332,86215,73084P10,110771,20000928,20000919,2000,110771
SANDLER CAPITAL MANAGEMENT,POINTE COMMUNICATIONS CORP,156,86215,73084P10,110771,19990628,19990513,1999,110771
SACC PARTNERS LLC,CARREKER CORP,68,86055,14443310,110721,20060616,20060608,2006,110721
CHAP CAP PARTNERS LP,CARREKER CORPORATION,121,86055,14443310,110721,20060608,20060605,2006,110721
SMITH THOMAS W,CARREKER CORPORATION,519,86055,14443310,110721,20050706,20050630,2005,110721
RELATIONAL INVESTORS LLC,L 3 COMMUNICATIONS HOLDINGS INC,64,86021,50242410,110685,20110622,20110613,2011,110685
TONTINE ASSOCIATES LLC,INNOSPEC INC.,170,86026,45768S10,110566,20081110,20081110,2008,110566
QUILCAP CORP,FACTUAL DATA CORP,353,86064,30309410,110560,19980706,19980618,1998,110560
THIRD POINT MANAGEMENT CO LLC,INFINITY PROPERTY AND CASUALTY CORP,77,89681,45665Q10,110065,20050114,20050107,2005,110065
FSI GROUP LLC,LOCAL FINANCIAL CORP /NV,333,85948,53955310,109825,19981027,19981019,1998,109825
STILLWELL PARTNERS,COMMUNITY BANCSHARES INC.,76,90897,20343H10,109799,20040329,20040319,2004,109799
K CAPITAL PARTNERS,OMEGA WORLDWIDE INC,33,85997,68210B10,109247,20000615,20000606,2000,109247
GOTHAM PARTNERS,OMEGA WORLDWIDE INC,106,85997,68210B10,109247,19980609,19980529,1998,109247
COLUMBIA PACIFIC ADVISORS LLC,RED LION HOTELS CORP,435,85939,75676410,109079,20080627,20080421,2008,109079
BARINGTON COMPANIES INVESTORS LLC,RED LION HOTELS CORP (FORMER WEST COAST HOSPITALITY),6,85939,75676410,109079,20050718,20050708,2005,109079
SACC PARTNERS LLC,HORIZON OFFSHORE INC,68,85986,44043J10,109043,20050411,20050331,2005,109043
SPROTT INC,VERIS GOLD CORP.,537,-99,92346R100,108891,20131010,20130916,2013,108891
CANNELL CAPITAL MANAGEMENT LLC,MULTIBAND CORP,13,80638,62544X209,108740,20121217,20121213,2012,108740
